Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
1a7df920-5e98-4f92-9f35-bb8c068b6b07,"I'm worried about AI chatbots making people much lazier or even more advanced forms taking some jobs, but I recognize that they have good uses that can bring advancement to society.",Neutral,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Concerns about AI replacing human jobs or skills,,,,,,,
f4601d61-5178-4d4b-bfd0-cda6c39c3848,I've tried before and the results were mixed.,Neutral,Accuracy and reliability of information,Distrust due to negative or inconsistent experiences,,,,,,,,
482cb07d-f4dd-4981-913b-1e065ad1d5d4,IF i do not trust the corporation that makes the AI chatbot how am i supposed to trust the Chatbot in itself. I believe the corporation wields the power to change information the chatbot gives if they can at any moment.,Neutral,"Influence of companies, profit motives, and corporate interests",Potential for manipulation or misuse by humans,,,,,,,,
95043c8a-805b-463d-ae08-6355322e6972,"Ideally AI chatbot should do what my prompt tells it to, so a neutral trust score. ",Neutral,AI as a tool dependent on user input and prompts,Objectivity and neutrality of AI,,,,,,,,
b63ec7af-5e31-4a8f-aa5c-d220092dd707,"If I program it, I will have confidence",Neutral,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,,
347ab8f0-6c14-44b2-aba2-5471f06ff53f,"If it is in my supervision it will give right response, if it is not supervised by me it will give wrong responses mostly",Negative,Accuracy and reliability of information,Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",,,,,,,
607ae52f-1800-4251-a64c-0ea058670e66,"If the algorithm is neutal, then the chatbot is more trustworthy",Neutral,Objectivity and neutrality of AI,,,,,,,,,
e037131a-ada7-42f5-9984-38e02f331be0,"If we talk only about the tasks that I impose on him, then I trust him one hundred percent. Helping me is not a substitute for my activities.

",Neutral,AI as a tool dependent on user input and prompts,AI's role in supporting productivity and learning,Trust based on positive personal experiences,,,,,,,
9cc0f273-15b2-4349-95b3-9d39731de83c,"In a very rare time, the AI will not provide the solution that we want.",Negative,AI's limitations in handling complex or sensitive topics,"Potential for errors, misinformation, or hallucinations",,,,,,,,
420bcb3e-6bb5-4185-90b5-c6dbb3b592c5,"In as much as ChatGpt can be wrong, I trust it to a certain degree because of how it respond to the prompts given,,the chatbot is in a position to respond putting into consideration my emotions and I find it trustable ",Positive,"Potential for errors, misinformation, or hallucinations",Trust based on positive personal experiences,,,,,,,,
0673d3e2-7cd2-4fe7-8ded-f2e2c965c971,"In both my personal life and work life, I ask Chat GPT questions almost on a daily basis. Chat GPT could generate a reasonable response which usually solves my issues 80% of the time. ",Neutral,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,
552effe2-81bc-44b5-a5f8-2b1e93e3c935,In general I distrust all AI.,Negative,Distrust due to negative or inconsistent experiences,,,,,,,,,
596306ee-ac73-4c9e-a4e2-9ce723df4fed,"In majority of the cases AI chatbot serves my interest. I am able to receive quality feedback that I need.

",Positive,AI's role in supporting productivity and learning,Trust based on positive personal experiences,,,,,,,,
f0c1aff5-996f-45ec-a5ba-94ebae98164d,In most cases it ends up misunderstanding my needs and creating a solution that would otherwise go against what I want as it is not able to fully understand my emotional needs as it works on assumptions and rules that were set by someone who might not even understand my unique needs,Neutral,AI's inability to act truly in a user's best interest,AI's inability to fully understand personal context or emotions,AI's limitations in handling complex or sensitive topics,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,
5f59e272-b0be-4326-b713-6fe83addef7d,"In most cases, I ask for informations that are politically neutral. I don't ask for sensitive informations, opinions, etc... I only need facts, easily verified",Neutral,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,,,,,,,,
4b6b13e9-801c-4fa6-8eff-b19f2569d537,"In my experience, chatbots generally give impartial advice or help. With finetuning their accuracy can be improved",Neutral,Accuracy and reliability of information,AI's impartiality versus human subjectivity,Continuous improvement and learning of AI,Objectivity and neutrality of AI,,,,,,
fa17d1f3-5243-471f-9721-dfbbae0a4d5c,"In my experience, the AI chatbot is programmed to always act in my interests, to encourage me, even psychologically, in terms of health and some ordinary issues, I have only seen positive things so far, but I do not exclude that it could have been set up this way on purpose, but to pursue some bad goals, and I just do not understand this.",Neutral,"Lack of emotions, intentions, or ulterior motives in AI",Potential for manipulation or misuse by humans,,,,,,,,
5903835f-f7c9-4336-b174-5be02d4606f2,"In my own experience, I haven't yet come across a time when an AI chatbot gave a response that wasn't beneficial to me ",Negative,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
b0ce1944-dcfa-4385-bc6b-9bc97cabccf6,"In one way it will be a use but in another way it is a harm. It won't act on my best interest, but it may give best results which I can select or choose from.",Neutral,Accuracy and reliability of information,AI's inability to act truly in a user's best interest,,,,,,,,
afc66ce5-6c9d-4e40-94e5-6675fbd89631,"In principle, I believe that the AI chatbot could not have a specific interest in doing something that does not benefit me.",Negative,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,,,
0ab7971d-3228-45e2-9ec2-2f85f7c75b33,"In the end, I am not sure what ways the AI is developing and do not have the enough research to trust that it will generate answers in my benefit.

Prior experiences demonstrated few incidents where it did not provide on my benefit.",Neutral,Distrust due to negative or inconsistent experiences,Trust based on positive personal experiences,Uncertainty or ambivalence about trusting AI,,,,,,,
4f8f3a7d-d93e-485f-b596-340d021b799e,"In the few moments that I have used AI, I have noticed that the answers will change and I will be given misinformation or biased information.",Negative,"Bias in AI responses (from data, training, or developers)",Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,,
00b4b74f-b4ff-446f-8bf3-e8ba3cf5b8e9,In the past years people have come across wrong information too provided by chatgpt hence we can not trust its results 100 percent. Though it is helpful in many ways but sometimes it may generate wrong results.,Neutral,Accuracy and reliability of information,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,,
c3af7bbe-59bb-47e8-a79c-0400e4437d42,Inaccurate information or just not having basic human emotions. ,Negative,AI's inability to fully understand personal context or emotions,"Lack of emotions, intentions, or ulterior motives in AI","Potential for errors, misinformation, or hallucinations",,,,,,,
ca5a5a27-095c-427d-9efd-283555b559d4,Information is not verified and it would be not wise to trust it,Negative,Accuracy and reliability of information,Need for human supervision and verification,,,,,,,,
47c616d9-81a8-43da-93bb-c44d2998b428,"It all depends on how the AI Chatbots are programmed. In my opinion, it's too early for me to give a definite answer. Hence, my score. ",Neutral,Dependence on training data and algorithms,Uncertainty or ambivalence about trusting AI,,,,,,,,
3b072144-f324-46b0-9d68-d60c11f3412f,"It all depends what I need from him, but it is impossible to trust AI because what information I give to him has a big impact on his answer regarding to my question. For example, if question is related to health, when I miss some information that I should provide, and he won't notice that, his answer may vary and might not be related to my situation. Also, very often AI has outdated information. ",Negative,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,AI's limitations in handling complex or sensitive topics,"Potential for errors, misinformation, or hallucinations",,,,,,
